No.;Time;Comment;Scramble;Date;P.1
346;14.08;; (-2,0)/ (3,0)/ (5,5)/ (0,-3)/ (1,-5)/ (5,-4)/ (0,-2)/ (6,0)/ (-3,0)/ (-3,-4)/ (0,-4)/ (-2,-2)/ (-1,-2);2026-01-01 19:22:33;14.08
347;14.00;; (-2,0)/ (-1,-4)/ (-2,1)/ (2,-4)/ (0,-3)/ (-2,0)/ (-3,-3)/ (-5,-4)/ (0,-2)/ (-4,-5)/ (-4,0)/ (0,-1)/ (-5,0);2026-01-01 19:23:33;14.00
348;12.74;; (-2,0)/ (2,5)/ (-5,4)/ (-1,-4)/ (3,0)/ (-3,0)/ (0,-2)/ (-3,-3)/ (0,-1)/ (4,-4)/ (4,-2)/ (6,-4);2026-01-01 19:24:03;12.74
349;14.82;; (-2,0)/ (6,0)/ (0,-3)/ (0,-3)/ (3,0)/ (0,-3)/ (0,-4)/ (-3,0)/ (0,-3)/ (-5,0)/ (-1,-2)/ (0,-5)/ (0,-4)/ (3,-2)/;2026-01-01 19:24:30;14.82
350;14.63;; (-2,-3)/ (5,-4)/ (0,-3)/ (-5,-5)/ (5,-4)/ (0,-2)/ (-3,0)/ (3,0)/ (0,-3)/ (4,-1)/ (-4,0)/ (2,-3)/ (6,0);2026-01-01 19:25:00;14.63
351;11.87;; (3,5)/ (3,0)/ (-2,1)/ (0,-3)/ (3,0)/ (0,-3)/ (-1,0)/ (-3,-3)/ (2,-5)/ (0,-2)/ (0,-4)/ (-4,0)/ (0,-2)/;2026-01-01 19:25:29;11.87
352;12.71;; (0,5)/ (6,-3)/ (-2,4)/ (-4,-1)/ (0,-3)/ (0,-2)/ (-3,-3)/ (0,-5)/ (-2,0)/ (6,-2)/ (-2,-4)/ (-1,0)/ (-3,0);2026-01-01 19:26:49;12.71
353;13.05;; (1,0)/ (-1,-4)/ (4,-2)/ (0,-3)/ (6,-3)/ (5,0)/ (3,-3)/ (3,0)/ (-4,-5)/ (4,-3)/ (-2,-5)/ (2,0)/;2026-01-01 19:27:18;13.05
354;19.95;; (1,0)/ (3,3)/ (-3,0)/ (3,0)/ (2,-4)/ (3,0)/ (6,-2)/ (-3,0)/ (4,0)/ (-1,0)/ (4,0)/ (4,-1)/ (-3,0);2026-01-01 20:31:44;19.95
355;18.03;; (4,0)/ (5,-4)/ (1,-5)/ (0,-3)/ (3,0)/ (3,0)/ (-3,-4)/ (-3,0)/ (-1,0)/ (4,0)/ (-2,-2)/ (6,-3);2026-01-01 20:32:16;18.03
356;16.78;; (-2,0)/ (-1,2)/ (0,-3)/ (4,-5)/ (-1,-4)/ (-5,0)/ (0,-3)/ (3,-2)/ (0,-4)/ (-2,0)/ (0,-2)/ (4,-4);2026-01-01 20:32:46;16.78
357;14.79;; (3,-1)/ (4,1)/ (0,-3)/ (6,-3)/ (5,-4)/ (3,-5)/ (-3,-3)/ (0,-5)/ (2,0)/ (-2,-2)/ (-4,-2);2026-01-01 20:33:15;14.79
358;12.83;; (0,2)/ (-2,-2)/ (3,0)/ (-1,-4)/ (-3,0)/ (-5,0)/ (0,-3)/ (-1,0)/ (-5,0)/ (2,0)/ (-1,0)/ (2,-2)/ (6,-2);2026-01-01 20:33:46;12.83
359;15.49;; (-5,0)/ (-3,3)/ (0,3)/ (6,0)/ (-1,-1)/ (0,-3)/ (-3,-2)/ (3,0)/ (-5,-4)/ (-3,-2)/ (0,-3)/ (6,-2)/ (1,0);2026-01-01 20:34:14;15.49
360;12.91;; (-2,-3)/ (0,3)/ (-4,5)/ (0,-3)/ (-2,-2)/ (0,-3)/ (2,0)/ (-3,0)/ (0,-3)/ (3,0)/ (-5,-1)/ (2,0)/ (4,0)/;2026-01-01 20:34:44;12.91
361;13.63;; (-2,-3)/ (-4,-1)/ (1,-5)/ (-4,-1)/ (-2,-5)/ (5,0)/ (0,-3)/ (0,-1)/ (3,-2)/ (-2,-2);2026-01-01 20:35:10;13.63
362;20.29;; (-3,-4)/ (1,-5)/ (6,-3)/ (-3,0)/ (-1,-1)/ (-3,-2)/ (0,-3)/ (0,-1)/ (6,-4)/ (0,-2)/ (0,-4)/ (6,0)/;2026-01-01 20:53:29;20.29
363;17.44;; (4,0)/ (-4,2)/ (4,-5)/ (2,-4)/ (-2,-5)/ (-3,-1)/ (-3,0)/ (5,-2)/ (-2,0)/ (-4,0)/ (-4,0)/ (4,0)/;2026-01-01 20:54:03;17.44
364;12.81;; (4,0)/ (-3,-3)/ (3,0)/ (3,0)/ (0,-3)/ (-4,-1)/ (-3,-2)/ (0,-3)/ (4,-1)/ (4,-4)/ (6,0)/ (0,-3);2026-01-01 20:54:49;12.81
365;13.53;; (4,0)/ (0,6)/ (3,0)/ (5,-1)/ (0,-3)/ (6,-3)/ (-3,-2)/ (3,0)/ (-5,-4)/ (0,-2)/ (2,-5)/ (-3,0)/ (4,0);2026-01-01 20:55:20;13.53
366;12.04;; (-3,-4)/ (-3,0)/ (-5,-2)/ (6,-3)/ (3,-3)/ (6,-4)/ (0,-3)/ (-1,0)/ (-3,-4)/ (0,-2)/ (3,-4)/ (-1,0);2026-01-01 20:55:47;12.04
367;17.46;; (-5,0)/ (-1,2)/ (6,3)/ (3,0)/ (3,0)/ (4,-5)/ (5,0)/ (3,0)/ (0,-4)/ (3,-2)/ (2,-2)/ (-4,-2)/;2026-01-01 20:56:27;17.46
368;15.08;; (0,5)/ (6,3)/ (0,3)/ (4,-2)/ (-3,0)/ (5,0)/ (0,-3)/ (-2,-3)/ (0,-2)/ (-4,0)/ (2,-2)/ (-4,-2)/ (-3,0);2026-01-01 20:57:25;15.08
369;18.47;; (0,-4)/ (0,3)/ (-3,0)/ (4,-2)/ (-3,-3)/ (-4,-4)/ (-5,0)/ (-3,0)/ (-1,0)/ (0,-5)/ (2,0)/ (2,0)/ (-2,0);2026-01-01 20:57:54;18.47
370;18.36;; (-5,0)/ (5,2)/ (0,-3)/ (6,-3)/ (1,-2)/ (3,-1)/ (0,-3)/ (-1,-2)/ (3,-2)/ (3,0)/ (4,0)/ (0,-4)/;2026-01-01 20:58:28;18.36
371;16.48;; (-5,-3)/ (-3,6)/ (2,-4)/ (3,0)/ (-3,-3)/ (-5,0)/ (-3,-3)/ (-1,0)/ (4,-4)/ (-1,-4)/ (0,-4)/ (0,-2)/;2026-01-01 20:59:01;16.48
372;17.87;; (-5,0)/ (5,2)/ (3,0)/ (6,-3)/ (-2,-5)/ (-3,0)/ (2,0)/ (-3,0)/ (0,-1)/ (0,-5)/ (6,-4)/ (5,0)/ (6,0);2026-01-01 20:59:33;17.87
373;12.03;; (-3,-4)/ (-3,3)/ (-5,-2)/ (0,-3)/ (6,0)/ (0,-4)/ (-3,-3)/ (3,0)/ (-4,-2)/ (2,0)/ (6,0);2026-01-01 21:00:10;12.03
374;18.39;; (4,0)/ (3,0)/ (0,-3)/ (2,-1)/ (4,-2)/ (3,0)/ (5,0)/ (0,-3)/ (4,-1)/ (0,-4)/ (4,-5)/ (-4,0)/;2026-01-01 21:00:35;18.39
375;13.00;; (0,5)/ (-2,1)/ (5,-1)/ (-3,0)/ (-2,-2)/ (3,0)/ (5,0)/ (0,-3)/ (6,0)/ (-3,0)/ (3,-3);2026-01-01 21:01:20;13.00
376;17.50;; (-2,3)/ (3,0)/ (3,0)/ (-1,-1)/ (1,-2)/ (-1,-3)/ (0,-3)/ (-2,0)/ (-1,0)/ (4,-5)/ (4,-3)/ (-2,-4);2026-01-01 21:01:45;17.50
377;18.69;; (4,0)/ (5,5)/ (0,3)/ (-3,0)/ (-2,-5)/ (6,-1)/ (-3,0)/ (0,-2)/ (-1,0)/ (2,-3)/ (4,-3)/ (0,-4)/ (6,0);2026-01-01 21:02:16;18.69
378;18.32;; (0,-1)/ (-3,0)/ (-5,-2)/ (0,-3)/ (-4,-4)/ (1,-2)/ (0,-4)/ (-3,-3)/ (-5,0)/ (4,0)/ (0,-4)/ (0,-2)/ (0,-2);2026-01-01 21:02:49;18.32
379;13.12;; (0,-4)/ (3,3)/ (-5,-2)/ (-3,0)/ (-1,-1)/ (-3,0)/ (1,0)/ (0,-3)/ (5,-2)/ (-4,0)/ (3,0)/ (2,0)/ (-5,0)/ (2,0);2026-01-01 21:03:23;13.12
380;18.54;; (-5,-3)/ (5,5)/ (-3,0)/ (0,-3)/ (-2,-2)/ (-3,-4)/ (0,-3)/ (0,-3)/ (3,-5)/ (-2,0)/ (5,0)/ (2,0);2026-01-01 21:03:48;18.54
381;14.19;; (3,-1)/ (-5,-2)/ (-3,0)/ (6,-3)/ (5,-4)/ (3,-5)/ (-3,-3)/ (0,-5)/ (4,0)/ (6,-4)/ (-4,0)/ (6,0);2026-01-01 21:04:20;14.19
382;13.62;; (0,-1)/ (-2,-2)/ (6,-3)/ (-4,-1)/ (1,-5)/ (3,-4)/ (-3,-3)/ (-3,0)/ (0,-2)/ (4,0)/ (4,0)/ (-4,0)/;2026-01-01 21:04:46;13.62
383;18.22;; (0,-1)/ (1,-2)/ (-3,0)/ (5,-1)/ (0,-3)/ (6,-2)/ (3,0)/ (-5,0)/ (-4,0)/ (-4,0)/ (-3,0)/ (0,-4)/ (6,-4)/ (4,0);2026-01-01 21:05:18;18.22
384;16.33;; (-5,0)/ (-4,-4)/ (3,0)/ (-5,-2)/ (3,0)/ (6,0)/ (-3,-4)/ (0,-3)/ (6,-2)/ (-1,0)/ (0,-2)/ (-4,0)/ (-1,-2)/;2026-01-01 21:05:51;16.33
385;12.39;; (1,0)/ (-4,2)/ (1,1)/ (3,0)/ (-1,-1)/ (1,0)/ (-3,-3)/ (-1,-2)/ (-4,-2)/ (-4,-2)/ (0,-2);2026-01-01 21:06:17;12.39
386;11.79;; (0,2)/ (-5,1)/ (0,6)/ (-3,0)/ (-1,-4)/ (0,-3)/ (3,-2)/ (0,-3)/ (0,-1)/ (-3,-4)/ (4,-5)/ (-2,0);2026-01-01 21:07:00;11.79
387;17.31;; (0,-4)/ (-5,4)/ (2,-4)/ (-2,-5)/ (-4,-1)/ (-2,0)/ (-3,-3)/ (-3,0)/ (2,0)/ (-4,0)/ (0,-4)/ (4,-4);2026-01-01 21:07:27;17.31
388;11.42;; (1,0)/ (-3,0)/ (0,6)/ (-1,-1)/ (4,-5)/ (5,-1)/ (0,-5)/ (-3,0)/ (-3,0)/ (5,-3)/ (-4,0)/ (-5,0)/ (0,-1);2026-01-01 21:07:59;11.42
389;11.16;; (-3,-4)/ (-3,0)/ (0,3)/ (4,-5)/ (6,0)/ (-1,-1)/ (-2,0)/ (-3,-3)/ (-1,0)/ (0,-4)/ (0,-4)/ (-4,0)/ (0,-4);2026-01-01 21:08:27;11.16
390;14.83;; (-5,0)/ (3,0)/ (-4,-1)/ (3,0)/ (-5,-2)/ (5,0)/ (0,-3)/ (4,-1)/ (4,0)/ (0,-4)/ (-4,0)/ (6,-2);2026-01-01 21:08:57;14.83
391;14.53;; (1,0)/ (3,0)/ (5,5)/ (1,-2)/ (3,0)/ (-3,0)/ (0,-1)/ (-3,0)/ (-1,0)/ (-2,0)/ (0,-2)/ (0,-5)/ (4,-4)/ (-2,0);2026-01-01 21:09:25;14.53
392;14.84;; (0,-4)/ (-3,-3)/ (0,3)/ (4,-2)/ (3,-3)/ (6,-1)/ (3,0)/ (0,-3)/ (4,0)/ (0,-2)/ (-4,0)/ (0,-5)/ (-2,0)/;2026-01-01 21:10:32;14.84
393;14.07;; (0,2)/ (6,-3)/ (1,-2)/ (-1,-4)/ (4,-2)/ (-4,0)/ (-3,-3)/ (4,-1)/ (2,0)/ (-1,-4)/ (4,0)/ (1,0)/;2026-01-01 21:11:13;14.07
394;14.46;; (1,0)/ (-3,-3)/ (0,-3)/ (3,0)/ (-1,-1)/ (-3,0)/ (-2,-3)/ (-3,-3)/ (5,0)/ (4,0)/ (0,-4)/ (-4,0)/ (2,0);2026-01-01 21:11:47;14.46
395;14.48;; (-2,3)/ (0,3)/ (3,0)/ (-3,0)/ (-4,-1)/ (-3,0)/ (1,0)/ (-3,0)/ (0,-2)/ (5,0)/ (0,-4)/ (-3,0)/ (-4,0)/ (6,0);2026-01-01 21:12:17;14.48
396;26.04;; (0,-1)/ (3,0)/ (4,-2)/ (3,0)/ (3,0)/ (6,-3)/ (-1,0)/ (3,0)/ (1,0)/ (-2,0)/ (2,0)/ (-4,0)/ (0,-4)/ (6,-2)/;2026-01-01 21:12:48;26.04
397;11.68;; (4,0)/ (-3,0)/ (0,3)/ (-4,-1)/ (-3,0)/ (-3,-3)/ (0,-2)/ (3,0)/ (3,0)/ (4,0)/ (4,0)/ (-1,0)/ (2,-3);2026-01-01 21:13:56;11.68
398;11.81;; (-3,2)/ (4,-2)/ (2,-1)/ (4,-5)/ (-3,-3)/ (5,0)/ (-3,0)/ (0,-1)/ (-4,-5)/ (0,-1)/ (6,0)/ (-1,-2);2026-01-01 21:27:36;11.81
399;12.87;; (0,5)/ (0,-3)/ (-5,-2)/ (2,-4)/ (-3,0)/ (0,-3)/ (1,0)/ (3,0)/ (3,0)/ (-5,0)/ (0,-2)/ (2,0)/ (0,-4)/ (0,-1)/;2026-01-01 21:34:24;12.87
400;16.69;; (3,-1)/ (-5,1)/ (2,-1)/ (0,-3)/ (-3,0)/ (3,-2)/ (-3,-3)/ (0,-5)/ (4,0)/ (0,-1)/ (2,-3)/ (-4,-3);2026-01-01 21:35:02;16.69
401;22.78;; (6,5)/ (4,-2)/ (-3,0)/ (0,-3)/ (5,-1)/ (1,-3)/ (-3,-3)/ (5,0)/ (0,-4)/ (-5,-4)/ (-2,0)/ (3,-4)/;2026-01-01 21:35:45;22.78
402;15.87;; (0,2)/ (1,-2)/ (-4,2)/ (1,-2)/ (-4,-3)/ (3,0)/ (1,0)/ (-2,0)/ (2,0)/ (-4,0)/ (-2,0)/ (-2,-4);2026-01-01 21:36:56;15.87
403;17.18;; (4,3)/ (3,0)/ (-1,2)/ (-2,-5)/ (0,-3)/ (-3,0)/ (-4,0)/ (-3,0)/ (0,-3)/ (-2,0)/ (4,0)/ (0,-4)/ (-5,0)/ (-4,-2);2026-01-01 21:37:28;17.18
404;16.11;; (3,-4)/ (-5,1)/ (-4,-1)/ (-5,-2)/ (-4,-1)/ (1,0)/ (0,-3)/ (-1,-2)/ (-3,0)/ (2,0)/ (-5,-4)/ (6,0);2026-01-01 21:38:00;16.11
405;16.09;; (-3,-4)/ (1,-5)/ (-4,-4)/ (0,-3)/ (3,0)/ (-3,0)/ (4,0)/ (-3,-3)/ (1,0)/ (6,-4)/ (-4,-2)/ (0,-5)/ (6,0);2026-01-01 21:38:37;16.09
406;13.93;; (0,-1)/ (-3,0)/ (3,-3)/ (1,-2)/ (3,0)/ (-3,0)/ (5,0)/ (3,0)/ (-5,0)/ (-4,0)/ (-2,0)/ (-2,0)/ (0,-4)/;2026-01-01 21:39:05;13.93
407;21.29;; (0,-1)/ (-3,-3)/ (0,-3)/ (1,-5)/ (0,-3)/ (3,0)/ (3,-1)/ (-3,-3)/ (1,0)/ (4,0)/ (0,-2)/ (0,-1)/ (5,0)/;2026-01-01 21:39:57;21.29
408;13.42;; (4,0)/ (0,-3)/ (-1,2)/ (-3,0)/ (-2,-5)/ (0,-3)/ (-1,-3)/ (-3,-3)/ (-4,-5)/ (-4,0)/ (2,-2)/ (-2,0)/;2026-01-01 21:40:35;13.42
409;13.01;; (-5,0)/ (5,2)/ (4,-2)/ (0,-3)/ (-3,-3)/ (0,-4)/ (-3,0)/ (-1,-2)/ (2,0)/ (4,0)/ (5,0)/ (4,0)/ (0,-4)/ (-5,0);2026-01-01 21:41:46;13.01
410;8.96;; (-5,0)/ (-4,2)/ (0,3)/ (-3,0)/ (4,-2)/ (3,-3)/ (2,0)/ (3,-3)/ (-3,0)/ (-3,-3)/;2026-01-01 21:42:28;8.96
411;13.76;; (3,2)/ (-2,4)/ (2,-1)/ (-3,0)/ (-5,-5)/ (0,-1)/ (-3,0)/ (-1,0)/ (-4,-3)/ (-5,0)/ (2,-5)/ (3,0);2026-01-01 21:43:34;13.76
412;15.69;; (4,0)/ (3,0)/ (-3,0)/ (0,-3)/ (2,-1)/ (-5,0)/ (0,-3)/ (-1,0)/ (4,0)/ (2,-3)/ (-5,-4)/ (0,-2)/ (6,-5)/ (-1,0);2026-01-01 21:44:05;15.69
413;19.93;; (0,2)/ (0,-3)/ (0,3)/ (-3,-3)/ (-5,-5)/ (5,0)/ (-3,0)/ (0,-3)/ (-2,-3)/ (4,-1)/ (-1,-2)/ (2,0);2026-01-01 21:44:35;19.93
414;21.38;; (-2,0)/ (-1,-4)/ (-3,0)/ (1,-5)/ (-4,-4)/ (6,0)/ (-2,0)/ (3,0)/ (3,-5)/ (3,0)/ (-3,-2)/ (-1,0)/ (6,-4);2026-01-01 21:45:13;21.38
415;15.29;; (0,5)/ (-3,0)/ (1,-5)/ (2,-1)/ (6,-3)/ (-5,-3)/ (3,0)/ (-3,-5)/ (-4,0)/ (-3,-2)/ (6,-2)/;2026-01-01 21:45:48;15.29
416;12.10;; (0,5)/ (-2,-2)/ (2,-1)/ (-2,-5)/ (5,-1)/ (1,0)/ (-3,-3)/ (5,0)/ (4,0)/ (-2,-2)/ (-4,0)/;2026-01-01 21:46:34;12.10
417;15.27;; (0,-4)/ (1,4)/ (5,-4)/ (-3,0)/ (-5,-2)/ (3,0)/ (0,-1)/ (-3,0)/ (-3,0)/ (-4,0)/ (2,0)/ (2,-5)/ (6,-4);2026-01-01 21:46:59;15.27
418;9.07;; (0,5)/ (3,0)/ (-5,1)/ (0,-3)/ (-1,-4)/ (-5,-5)/ (5,0)/ (0,-3)/ (-2,0)/ (-4,0)/ (-2,-5)/ (-1,0)/ (4,0);2026-01-01 21:47:27;9.07
419;27.07;; (-5,-3)/ (-4,5)/ (-2,-5)/ (3,0)/ (0,-3)/ (-4,0)/ (3,0)/ (1,0)/ (-2,0)/ (-4,0)/ (0,-4)/ (4,-4)/ (5,0)/ (-3,0);2026-01-01 21:47:52;27.07
420;12.45;; (4,0)/ (3,6)/ (2,-4)/ (6,0)/ (0,-3)/ (-5,-2)/ (-1,0)/ (3,0)/ (3,0)/ (-2,0)/ (4,-1)/ (-1,0)/ (2,-2);2026-01-01 21:48:31;12.45
421;10.57;; (0,2)/ (-2,1)/ (-3,0)/ (-1,-4)/ (-5,-2)/ (-3,-1)/ (0,-3)/ (-3,0)/ (-3,-4)/ (0,-2)/;2026-01-01 21:48:58;10.57
422;18.53;; (4,0)/ (-4,5)/ (0,3)/ (-3,0)/ (-5,-5)/ (0,-3)/ (-1,-3)/ (3,0)/ (1,0)/ (2,-3)/ (-3,0)/ (-4,0)/;2026-01-01 21:49:26;18.53
423;17.09;; (3,5)/ (-5,1)/ (3,0)/ (6,0)/ (0,-3)/ (-4,-1)/ (-2,0)/ (-3,0)/ (6,-2)/ (0,-1)/ (-4,0)/ (-4,-3);2026-01-01 21:49:59;17.09
424;19.01;; (0,-1)/ (6,3)/ (-2,-5)/ (2,-4)/ (1,-2)/ (6,-4)/ (-3,-3)/ (1,0)/ (4,0)/ (2,0)/ (0,-3);2026-01-01 21:50:27;19.01
425;14.14;; (-2,-3)/ (3,0)/ (-3,0)/ (-4,-4)/ (-3,0)/ (4,-5)/ (-4,0)/ (-3,-3)/ (4,-1)/ (0,-4)/ (4,0)/ (-5,0)/ (6,0)/;2026-01-01 21:51:06;14.14
426;16.30;; (3,5)/ (-5,1)/ (-4,-1)/ (4,-5)/ (-3,0)/ (-3,-4)/ (-3,0)/ (-1,0)/ (-4,0)/ (0,-2)/ (6,-3)/ (4,0)/ (6,0);2026-01-01 21:51:33;16.30
427;16.70;; (3,2)/ (-3,0)/ (3,0)/ (0,-3)/ (0,-3)/ (-5,-2)/ (-4,0)/ (0,-3)/ (-2,0)/ (-3,0)/ (6,-1)/ (0,-4)/ (-2,-2);2026-01-01 21:52:01;16.70
428;16.71;; (0,5)/ (1,-5)/ (2,2)/ (0,-3)/ (-5,-2)/ (0,-4)/ (3,0)/ (-4,-3)/ (0,-4)/ (1,-2)/ (0,-2)/ (2,0)/ (3,-2);2026-01-01 21:52:47;16.71
429;15.56;; (-2,-3)/ (-1,-4)/ (0,-3)/ (3,-3)/ (1,-2)/ (-3,-1)/ (-3,-3)/ (-1,0)/ (4,0)/ (4,0)/ (-3,0)/ (4,0);2026-01-01 21:53:26;15.56
430;13.08;; (4,0)/ (5,-1)/ (6,-3)/ (-2,-5)/ (3,0)/ (0,-1)/ (6,-3)/ (1,-3)/ (-1,0)/ (4,0)/ (-4,0)/ (2,-1);2026-01-01 21:53:58;13.08
431;14.65;; (-3,-1)/ (-5,4)/ (5,-4)/ (1,0)/ (3,0)/ (2,-5)/ (-4,0)/ (-3,-2)/ (-5,-4)/ (5,0)/ (0,-2);2026-01-01 21:54:46;14.65
432;13.84;; (3,2)/ (-5,4)/ (-3,0)/ (2,-4)/ (-5,-5)/ (5,0)/ (0,-3)/ (-2,-1)/ (-3,0)/ (5,0)/ (6,0)/ (-2,0);2026-01-01 21:55:14;13.84
433;13.79;; (1,-3)/ (6,3)/ (0,-3)/ (5,-4)/ (4,-5)/ (5,0)/ (0,-3)/ (-2,-1)/ (0,-2)/ (2,0)/ (-2,0)/ (6,-4);2026-01-01 21:55:59;13.79
434;16.02;; (0,-1)/ (4,1)/ (-1,5)/ (-3,0)/ (-2,-2)/ (-3,-1)/ (0,-3)/ (5,0)/ (6,-2)/ (0,-2)/ (-3,0)/ (6,-2);2026-01-01 21:56:29;16.02
435;16.29;; (-3,5)/ (-2,1)/ (5,-4)/ (3,-3)/ (-2,-5)/ (0,-4)/ (3,0)/ (3,0)/ (1,0)/ (0,-2)/ (0,-3)/ (-1,-2)/;2026-01-01 21:57:03;16.29
436;16.86;; (-3,5)/ (3,0)/ (-5,-2)/ (0,-3)/ (6,0)/ (-4,-1)/ (4,0)/ (-3,-3)/ (1,-4)/ (-2,0)/ (6,-2)/ (-1,0)/;2026-01-01 21:57:38;16.86
437;16.57;; (0,-4)/ (-5,4)/ (6,-3)/ (5,-4)/ (3,-3)/ (0,-2)/ (-3,-3)/ (0,-5)/ (4,0)/ (-2,-4)/ (0,-4)/;2026-01-01 21:58:18;16.57
438;11.01;; (1,-3)/ (2,5)/ (1,-5)/ (5,-4)/ (-5,-2)/ (0,-4)/ (3,0)/ (3,0)/ (5,0)/ (2,-5)/ (2,-5);2026-01-01 21:58:54;11.01
439;17.16;; (0,5)/ (4,-5)/ (5,-4)/ (-3,0)/ (-3,0)/ (0,-3)/ (-5,0)/ (-3,0)/ (3,-3)/ (5,0)/ (-4,0)/ (0,-2)/ (4,0)/ (1,0)/;2026-01-01 21:59:51;17.16
440;15.69;; (3,5)/ (0,-3)/ (6,0)/ (-2,-2)/ (0,-3)/ (-1,-4)/ (4,0)/ (-3,0)/ (-3,-2)/ (6,-1)/ (-2,0)/ (2,-5);2026-01-01 22:00:25;15.69
441;11.73;; (-2,0)/ (-4,-1)/ (4,-5)/ (-3,0)/ (2,-4)/ (3,0)/ (4,0)/ (-3,0)/ (-3,-2)/ (-2,0);2026-01-01 22:01:08;11.73
442;20.06;; (3,5)/ (0,3)/ (-2,-2)/ (0,-3)/ (-3,-3)/ (-3,0)/ (-4,0)/ (-3,-3)/ (0,-5)/ (4,0)/ (-4,0)/ (-2,0)/ (-2,0);2026-01-01 22:01:37;20.06
443;13.44;; (1,0)/ (3,0)/ (5,2)/ (6,-3)/ (-3,0)/ (4,-5)/ (5,0)/ (3,0)/ (-5,0)/ (-4,0)/ (-2,-3)/ (4,0)/ (6,-3);2026-01-01 22:02:10;13.44
444;16.72;; (0,-4)/ (3,0)/ (-2,-2)/ (-3,0)/ (3,0)/ (0,-3)/ (3,0)/ (2,0)/ (-3,-3)/ (3,0)/ (3,-1)/ (4,0)/ (2,-4);2026-01-01 22:02:43;16.72
445;15.49;; (0,5)/ (0,-3)/ (1,4)/ (-3,0)/ (6,-3)/ (5,-1)/ (-2,0)/ (-3,-3)/ (-3,-4)/ (2,0)/ (0,-2)/ (0,-2)/ (-1,0);2026-01-01 22:03:12;15.49
446;16.60;; (0,-1)/ (-5,4)/ (-3,0)/ (-3,0)/ (-1,-4)/ (-2,-5)/ (-4,0)/ (-3,0)/ (4,0)/ (-1,-1)/ (-5,0)/ (-4,0);2026-01-01 22:04:02;16.60
447;15.76;; (-3,2)/ (4,-5)/ (0,-3)/ (-3,0)/ (-3,0)/ (-1,-4)/ (4,0)/ (0,-3)/ (3,0)/ (4,-4)/ (0,-2)/ (6,-5)/;2026-01-01 22:04:38;15.76
448;11.97;; (0,5)/ (4,-5)/ (-3,0)/ (-1,-4)/ (-3,0)/ (0,-3)/ (0,-2)/ (-3,-3)/ (0,-1)/ (0,-4)/ (0,-5)/ (3,0)/ (0,-1)/;2026-01-01 22:05:08;11.97
449;16.43;; (-3,2)/ (1,4)/ (3,0)/ (-3,0)/ (5,-4)/ (-3,0)/ (4,0)/ (-3,0)/ (-1,-2)/ (2,0)/ (0,-1)/ (4,-3)/ (0,-5)/;2026-01-01 22:06:10;16.43
450;15.72;; (4,0)/ (3,-3)/ (-3,0)/ (5,-1)/ (-3,0)/ (-3,0)/ (-2,-3)/ (3,0)/ (3,0)/ (-1,0)/ (2,0)/ (-4,-3)/ (4,0);2026-01-01 22:06:50;15.72
451;15.88;; (1,0)/ (0,3)/ (2,-1)/ (3,-3)/ (0,-3)/ (-2,-5)/ (-4,0)/ (3,0)/ (1,0)/ (4,-3)/ (0,-4)/ (4,0)/ (-3,-4);2026-01-01 22:07:30;15.88
452;11.08;; (-3,-4)/ (3,0)/ (0,3)/ (6,0)/ (-5,-2)/ (0,-3)/ (5,0)/ (0,-3)/ (4,-3)/ (0,-4)/ (-2,0)/ (2,-2)/ (0,-3);2026-01-01 22:09:14;11.08
453;14.74;; (4,0)/ (6,0)/ (5,5)/ (0,-3)/ (1,-5)/ (0,-4)/ (0,-3)/ (0,-3)/ (0,-1)/ (-4,0)/ (4,0)/ (5,0)/ (-2,0);2026-01-01 22:09:48;14.74
454;15.43;; (-5,0)/ (-4,2)/ (-3,0)/ (6,-3)/ (-3,-2)/ (3,0)/ (0,-4)/ (1,0)/ (6,-4)/ (4,0)/ (0,-3)/ (2,0)/ (5,-3)/;2026-01-01 22:10:21;15.43
455;14.95;; (0,2)/ (6,0)/ (0,3)/ (-3,0)/ (-5,-2)/ (0,-3)/ (0,-3)/ (2,0)/ (-3,-3)/ (-3,0)/ (-5,-1)/ (6,-2)/ (-2,-4)/;2026-01-01 22:10:50;14.95
456;11.29;; (1,0)/ (0,-3)/ (-3,0)/ (5,-1)/ (-3,0)/ (6,0)/ (-2,0)/ (-3,0)/ (-1,0)/ (-4,-5)/ (6,-4)/ (-3,0)/ (0,-4)/ (6,0);2026-01-01 22:11:21;11.29
457;18.58;; (1,0)/ (-4,-1)/ (-3,-3)/ (-2,-5)/ (5,-4)/ (1,0)/ (-3,-3)/ (5,0)/ (-4,0)/ (2,0)/ (4,0)/ (6,0);2026-01-01 22:11:48;18.58
458;14.96;; (-2,3)/ (6,-3)/ (-4,-1)/ (1,-2)/ (3,-3)/ (2,0)/ (-3,0)/ (4,0)/ (5,0)/ (-2,0)/ (3,-4)/;2026-01-01 22:12:39;14.96
459;20.18;; (0,5)/ (1,1)/ (0,-3)/ (6,-3)/ (-3,-4)/ (-3,-3)/ (-1,-2)/ (2,0)/ (4,-1)/ (3,0)/ (4,0)/ (2,0)/;2026-01-01 22:13:43;20.18
460;25.00;; (1,0)/ (3,3)/ (6,3)/ (-1,-4)/ (6,-3)/ (4,0)/ (-3,-3)/ (-5,0)/ (4,0)/ (2,0)/ (6,-3)/ (0,-4);2026-01-01 22:14:17;25.00
