No.;Time;Comment;Scramble;Date;P.1
231;10.60;; (-2,0)/ (0,-3)/ (3,0)/ (-1,-1)/ (-3,0)/ (-3,-3)/ (-5,0)/ (0,-3)/ (-3,0)/ (3,0)/ (-4,0)/ (1,0)/;2026-01-01 17:34:24;10.60
232;12.66;; (4,-3)/ (-1,-4)/ (-3,0)/ (0,-3)/ (-3,-3)/ (-3,-2)/ (-3,0)/ (-2,0)/ (5,0)/ (-4,0)/ (5,0)/ (2,0)/ (-4,-1)/;2026-01-01 17:34:50;12.66
233;17.04;; (0,5)/ (4,-5)/ (3,0)/ (-3,0)/ (-4,-4)/ (4,-2)/ (0,-4)/ (3,0)/ (3,-5)/ (-1,0)/ (-4,0)/ (-5,-2)/ (6,-2);2026-01-01 17:35:19;17.04
234;20.29;; (0,5)/ (0,-3)/ (6,0)/ (-2,-2)/ (3,0)/ (-3,0)/ (6,-4)/ (0,-3)/ (0,-3)/ (0,-1)/ (-4,0)/ (-2,-5)/ (0,-3);2026-01-01 17:35:52;20.29
235;16.55;; (-3,2)/ (1,-2)/ (2,-4)/ (1,-2)/ (-4,-4)/ (4,0)/ (3,0)/ (0,-5)/ (3,-1)/ (-3,0);2026-01-01 17:36:27;16.55
236;16.34;; (3,2)/ (3,0)/ (0,3)/ (-2,-2)/ (6,-3)/ (0,-1)/ (3,0)/ (2,-5)/ (2,-2)/ (2,0)/ (-1,0)/ (0,-2)/ (6,-5);2026-01-01 17:37:02;16.34
237;14.33;; (4,-3)/ (0,3)/ (-1,2)/ (3,0)/ (4,-5)/ (-3,0)/ (0,-4)/ (-3,0)/ (0,-3)/ (-5,0)/ (2,-2)/ (2,-3)/;2026-01-01 17:37:33;14.33
238;16.76;; (1,0)/ (2,-1)/ (-3,6)/ (-3,-3)/ (-3,0)/ (1,0)/ (-3,0)/ (-1,-2)/ (2,-3)/ (4,-3)/ (-4,0)/;2026-01-01 17:38:02;16.76
239;15.16;; (-5,0)/ (-4,5)/ (-5,4)/ (6,-3)/ (0,-3)/ (-3,0)/ (5,0)/ (3,0)/ (-3,-4)/ (-5,0)/ (-3,0)/ (-1,-4);2026-01-01 17:38:32;15.16
240;17.48;; (4,0)/ (-3,-3)/ (-3,0)/ (5,-4)/ (-5,-2)/ (0,-3)/ (2,0)/ (0,-3)/ (4,-1)/ (4,0)/ (3,0)/ (0,-2)/ (0,-2);2026-01-01 18:19:16;17.48
241;15.52;; (0,5)/ (-5,-2)/ (3,0)/ (3,0)/ (6,-3)/ (-4,-4)/ (1,0)/ (-3,0)/ (3,0)/ (-4,0)/ (-4,-2)/ (0,-4)/ (6,-4);2026-01-01 18:19:47;15.52
242;13.79;; (-5,-3)/ (3,-3)/ (-1,-1)/ (3,0)/ (-2,-2)/ (5,0)/ (0,-3)/ (4,-1)/ (4,0)/ (5,-2)/ (6,-4)/ (6,0);2026-01-01 18:20:18;13.79
243;13.38;; (0,-1)/ (-3,-3)/ (0,-3)/ (-2,-5)/ (2,-1)/ (3,-5)/ (3,0)/ (0,-3)/ (5,0)/ (-5,0)/ (6,0);2026-01-01 18:20:45;13.38
244;11.47;CSP; (-3,2)/ (-2,1)/ (-3,0)/ (0,-3)/ (5,-1)/ (1,0)/ (3,0)/ (0,-3)/ (-2,-4)/ (-2,0)/ (6,-5)/;2026-01-01 18:21:48;11.47
245;13.13;; (1,0)/ (0,-3)/ (2,2)/ (3,0)/ (4,-2)/ (3,0)/ (5,-3)/ (-3,0)/ (4,0)/ (6,-1)/ (5,0)/ (2,0)/ (0,-3);2026-01-01 18:22:29;13.13
246;15.50;; (0,5)/ (-2,-2)/ (-1,-1)/ (-3,0)/ (1,-2)/ (-3,0)/ (-4,0)/ (6,-3)/ (2,-5)/ (0,-4)/ (6,-2)/ (4,-2);2026-01-01 18:22:59;15.50
247;11.68;; (4,0)/ (3,0)/ (-1,-1)/ (3,0)/ (1,-5)/ (-4,-3)/ (0,-3)/ (3,-1)/ (-3,0)/ (0,-4)/;2026-01-01 18:23:25;11.68
248;14.32;; (0,-1)/ (-5,-5)/ (-3,0)/ (6,0)/ (-1,-4)/ (-2,-5)/ (0,-4)/ (3,0)/ (0,-3)/ (0,-4)/ (-4,0)/ (0,-2)/ (6,0);2026-01-01 18:23:49;14.32
249;16.22;; (0,2)/ (3,-3)/ (4,4)/ (0,-3)/ (6,-3)/ (-3,0)/ (0,-4)/ (-3,-3)/ (3,0)/ (4,0)/ (-2,0)/ (0,-2)/ (-4,0)/;2026-01-01 18:24:18;16.22
250;15.31;CSP; (0,5)/ (4,-5)/ (2,-1)/ (3,-3)/ (4,-3)/ (-3,0)/ (0,-3)/ (-5,-3)/ (0,-2)/ (4,0)/ (0,-2)/ (-5,0);2026-01-01 18:25:20;15.31
251;11.83;; (0,5)/ (-5,1)/ (0,3)/ (3,0)/ (-4,-4)/ (-5,-5)/ (2,0)/ (3,0)/ (-5,0)/ (2,0)/ (0,-4)/ (3,-4)/;2026-01-01 18:25:56;11.83
252;15.09;; (4,3)/ (-1,5)/ (1,-2)/ (-1,-1)/ (3,0)/ (0,-5)/ (-3,0)/ (0,-3)/ (4,-3)/ (2,0)/ (4,0)/ (4,-5)/;2026-01-01 18:26:23;15.09
253;14.29;; (-3,-1)/ (6,3)/ (-5,-2)/ (0,-3)/ (3,0)/ (-3,0)/ (0,-4)/ (0,-3)/ (-1,0)/ (-2,0)/ (2,0)/ (0,-4)/ (1,-4)/ (-2,0);2026-01-01 18:26:50;14.29
254;13.99;; (-3,-1)/ (4,1)/ (2,-1)/ (3,0)/ (1,-2)/ (-3,-1)/ (-3,-3)/ (-1,0)/ (0,-4)/ (2,-2);2026-01-01 18:27:15;13.99
255;12.99;; (0,-4)/ (-3,-3)/ (0,-3)/ (4,-5)/ (0,-3)/ (5,-4)/ (-5,0)/ (0,-3)/ (-3,0)/ (-3,-2)/ (0,-2)/ (-5,0)/ (-1,-2);2026-01-01 18:27:43;12.99
256;17.23;; (0,2)/ (-3,0)/ (4,1)/ (0,-3)/ (3,-3)/ (6,0)/ (5,-3)/ (-3,0)/ (-3,0)/ (-1,0)/ (-5,0)/ (2,0)/ (5,0)/ (6,0);2026-01-01 18:28:15;17.23
257;9.51;; (3,5)/ (3,0)/ (-2,-2)/ (-3,0)/ (3,-3)/ (0,-4)/ (3,0)/ (0,-3)/ (6,-3)/ (1,-4)/ (3,-2)/ (2,0);2026-01-01 18:28:44;9.51
258;14.63;; (-5,0)/ (0,6)/ (-3,0)/ (5,-4)/ (-3,0)/ (4,-2)/ (0,-4)/ (-3,-3)/ (0,-4)/ (-5,0)/ (5,-2)/ (0,-5)/ (-4,0)/;2026-01-01 18:29:13;14.63
259;13.49;; (-2,-3)/ (-3,0)/ (0,3)/ (5,-4)/ (0,-3)/ (0,-3)/ (0,-5)/ (3,0)/ (0,-3)/ (-1,0)/ (0,-5)/ (2,0)/ (6,0)/;2026-01-01 18:29:42;13.49
260;16.82;; (3,-4)/ (-5,4)/ (5,-1)/ (3,-2)/ (3,0)/ (1,-4)/ (-2,0)/ (0,-5)/ (0,-4)/ (-4,0)/ (0,-2)/ (-5,0);2026-01-01 18:30:10;16.82
261;14.67;; (1,0)/ (0,-3)/ (-1,2)/ (-3,0)/ (3,0)/ (4,-5)/ (5,-3)/ (-3,-3)/ (2,0)/ (-5,0)/ (-2,-3)/ (2,0)/;2026-01-01 18:30:41;14.67
262;20.76;; (0,2)/ (0,6)/ (-5,1)/ (0,-3)/ (0,-3)/ (-4,-1)/ (0,-5)/ (-3,-3)/ (4,-1)/ (0,-2)/ (0,-2)/ (-2,-4);2026-01-01 18:31:07;20.76
263;13.16;; (4,-3)/ (0,6)/ (3,0)/ (-1,-4)/ (1,-5)/ (-3,0)/ (2,0)/ (-3,0)/ (-2,0)/ (-1,0)/ (5,0)/ (0,-4)/ (4,0)/ (-4,0);2026-01-01 18:31:42;13.16
264;17.14;; (-2,0)/ (2,-4)/ (6,-3)/ (0,-3)/ (-2,-5)/ (0,-3)/ (-1,0)/ (0,-3)/ (-2,0)/ (2,0)/ (6,0)/ (-2,0)/ (-2,-5)/;2026-01-01 18:32:09;17.14
265;14.88;; (-2,0)/ (-1,-1)/ (3,0)/ (4,-5)/ (0,-4)/ (3,0)/ (-4,-5)/ (3,-2)/ (-3,-2)/ (-2,0)/ (-1,0);2026-01-01 18:32:51;14.88
266;13.53;; (-3,-4)/ (-3,0)/ (-5,-2)/ (0,-3)/ (3,0)/ (-3,0)/ (6,-1)/ (-3,-3)/ (-1,0)/ (-2,0)/ (6,-2);2026-01-01 18:33:19;13.53
267;15.87;; (-2,-3)/ (0,3)/ (-1,2)/ (-2,-2)/ (-3,0)/ (3,0)/ (-1,0)/ (-3,0)/ (0,-3)/ (-2,-3)/ (4,-1)/ (-5,-4)/;2026-01-01 18:33:48;15.87
268;12.37;; (4,0)/ (5,-4)/ (-3,3)/ (4,-5)/ (-3,0)/ (-3,-1)/ (0,-3)/ (0,-3)/ (0,-5)/ (5,-2)/ (-5,0)/ (-2,0)/ (-4,0);2026-01-01 18:34:18;12.37
269;11.69;; (-3,5)/ (1,-5)/ (3,0)/ (-1,-4)/ (1,-2)/ (3,-1)/ (3,0)/ (0,-5)/ (6,0)/ (-4,0)/ (0,-2)/ (-3,0)/ (0,-2);2026-01-01 18:34:45;11.69
270;16.52;; (1,3)/ (2,5)/ (6,-3)/ (-5,-2)/ (-3,0)/ (-3,-1)/ (3,0)/ (-4,-5)/ (0,-2)/ (-2,0)/ (-3,0)/ (-1,0);2026-01-01 18:35:13;16.52
271;11.70;; (-5,-3)/ (-4,-4)/ (3,0)/ (4,-5)/ (0,-3)/ (2,0)/ (-3,-3)/ (-2,-5)/ (0,-2)/ (4,0)/ (-2,-2);2026-01-01 18:35:41;11.70
272;19.65;; (4,-3)/ (0,3)/ (-3,0)/ (2,-4)/ (3,-3)/ (-3,0)/ (-2,0)/ (-3,-3)/ (3,-2)/ (0,-2)/ (0,-2)/ (-4,0)/;2026-01-01 18:36:12;19.65
273;15.35;; (-2,0)/ (6,-3)/ (-3,0)/ (-3,0)/ (-1,-4)/ (4,-5)/ (-4,0)/ (3,0)/ (6,-4)/ (3,0)/ (-5,0)/ (4,0)/;2026-01-01 18:36:47;15.35
274;14.64;; (4,0)/ (-1,-1)/ (4,4)/ (0,-3)/ (6,-3)/ (-3,0)/ (-4,0)/ (-3,0)/ (0,-1)/ (0,-5)/ (0,-4)/ (6,0)/ (-1,0)/ (-4,-2);2026-01-01 18:37:19;14.64
275;13.85;; (-2,3)/ (6,3)/ (5,-1)/ (1,-2)/ (0,-3)/ (5,-3)/ (-3,0)/ (0,-1)/ (0,-5)/ (6,-4)/ (-3,-4);2026-01-01 18:38:20;13.85
276;13.91;; (4,0)/ (0,-3)/ (3,0)/ (-4,-1)/ (-3,0)/ (-5,-2)/ (-4,-3)/ (3,0)/ (1,-4)/ (4,0)/ (-3,0)/ (-2,0)/ (-4,0);2026-01-01 18:38:51;13.91
277;15.90;; (-2,0)/ (3,0)/ (-3,0)/ (-3,-3)/ (-4,-4)/ (0,-3)/ (-5,0)/ (-3,0)/ (0,-2)/ (-1,0)/ (-4,0)/ (-3,0)/ (4,-4)/ (-2,-2);2026-01-01 18:39:25;15.90
278;14.71;; (0,-1)/ (-2,-5)/ (0,3)/ (-3,0)/ (2,-4)/ (-5,-2)/ (2,0)/ (3,0)/ (1,-4)/ (0,-4)/ (-2,-2)/ (6,0)/;2026-01-01 18:39:55;14.71
279;14.43;; (1,-3)/ (3,0)/ (-4,-1)/ (1,-2)/ (6,0)/ (-3,0)/ (0,-1)/ (-3,-3)/ (-3,0)/ (2,-3)/ (0,-5)/ (2,0)/ (6,-1);2026-01-01 18:40:24;14.43
280;13.35;; (4,0)/ (2,5)/ (1,-5)/ (-3,-3)/ (3,0)/ (3,0)/ (0,-4)/ (3,0)/ (-4,0)/ (0,-5)/ (3,-5)/ (0,-2)/ (6,0);2026-01-01 18:40:53;13.35
281;19.25;FAIL; (0,-1)/ (3,3)/ (0,-3)/ (3,0)/ (0,-3)/ (4,-5)/ (0,-1)/ (-3,0)/ (0,-2)/ (-1,0)/ (-4,0)/ (-5,0)/ (6,-4)/ (0,-2)/;2026-01-01 18:41:36;19.25
282;15.03;; (-5,0)/ (5,2)/ (3,0)/ (3,0)/ (-2,-5)/ (2,-4)/ (1,0)/ (-3,-3)/ (-5,0)/ (4,0)/ (0,-2)/ (0,-1)/ (-1,0)/;2026-01-01 18:42:17;15.03
283;16.50;; (-5,0)/ (5,2)/ (-2,4)/ (2,-1)/ (3,0)/ (-3,0)/ (0,-2)/ (-3,0)/ (0,-1)/ (2,-3)/ (0,-2)/ (4,0)/ (0,-4)/ (6,0);2026-01-01 18:42:47;16.50
284;14.65;; (1,0)/ (-1,2)/ (-3,0)/ (3,0)/ (-3,0)/ (-2,-5)/ (2,0)/ (3,0)/ (3,0)/ (4,-3)/ (-2,0)/ (0,-5)/ (-2,-2)/;2026-01-01 18:43:44;14.65
285;10.83;; (-5,0)/ (5,-1)/ (-2,1)/ (3,0)/ (0,-3)/ (-4,-4)/ (1,0)/ (3,0)/ (2,-5)/ (-4,0)/ (-3,0)/ (-2,0)/ (-4,0)/;2026-01-01 18:44:15;10.83
286;11.77;; (0,2)/ (4,4)/ (0,-3)/ (6,0)/ (-4,-1)/ (1,-5)/ (0,-4)/ (3,0)/ (2,-5)/ (2,-2)/ (2,0)/ (0,-2)/ (-1,0);2026-01-01 18:44:55;11.77
287;11.32;; (0,2)/ (6,3)/ (-3,6)/ (1,-5)/ (-3,0)/ (2,0)/ (-3,0)/ (-2,0)/ (0,-3)/ (0,-1)/ (4,-3)/ (1,0)/ (2,0);2026-01-01 18:45:27;11.32
288;14.15;; (0,2)/ (1,-2)/ (3,-3)/ (0,-3)/ (-1,-4)/ (-2,0)/ (-3,0)/ (-3,0)/ (0,-3)/ (-3,-2)/ (5,-2)/ (-5,0);2026-01-01 18:46:40;14.15
289;20.97;; (0,-1)/ (4,-2)/ (5,5)/ (6,-3)/ (0,-3)/ (0,-2)/ (3,-3)/ (-3,0)/ (0,-1)/ (0,-4)/;2026-01-01 18:47:11;20.97
290;12.27;; (0,-1)/ (-3,0)/ (4,4)/ (0,-3)/ (-3,0)/ (2,-4)/ (6,-2)/ (0,-3)/ (-2,-1)/ (0,-2)/ (2,0)/ (3,-4);2026-01-01 18:48:04;12.27
291;13.96;; (0,5)/ (0,3)/ (-5,-2)/ (0,-3)/ (-3,0)/ (3,0)/ (-3,-4)/ (-3,-3)/ (-1,0)/ (0,-4)/ (4,0)/ (2,0)/ (-5,-4)/;2026-01-01 18:48:34;13.96
292;10.69;; (4,0)/ (0,3)/ (0,3)/ (6,0)/ (2,-4)/ (-2,-5)/ (-3,-1)/ (-3,0)/ (0,-3)/ (5,0)/ (-4,-5)/ (3,0)/ (0,-3);2026-01-01 18:49:03;10.69
293;18.81;; (1,0)/ (-4,5)/ (4,-5)/ (2,-4)/ (0,-3)/ (3,0)/ (0,-2)/ (3,0)/ (-3,-4)/ (0,-2)/ (-2,0)/ (-5,-2);2026-01-01 18:49:43;18.81
294;22.83;; (0,2)/ (-5,-2)/ (2,-4)/ (-2,-5)/ (3,0)/ (3,-1)/ (3,0)/ (0,-3)/ (3,-4)/ (6,-5)/ (2,0)/ (6,-2)/;2026-01-01 18:50:19;22.83
295;9.48;; (3,5)/ (-3,0)/ (-5,1)/ (-4,-4)/ (3,0)/ (6,-2)/ (-3,-3)/ (-3,0)/ (5,-5)/ (0,-4)/;2026-01-01 18:50:55;9.48
296;12.23;; (0,-1)/ (4,4)/ (0,-3)/ (6,0)/ (-4,-4)/ (0,-3)/ (1,-3)/ (0,-3)/ (-1,-2)/ (-3,-2)/ (3,0)/ (-1,0)/ (-1,0);2026-01-01 18:51:18;12.23
297;17.57;; (0,5)/ (-5,4)/ (-4,2)/ (1,-2)/ (-3,0)/ (5,-3)/ (6,-3)/ (2,0)/ (4,0)/ (2,0)/ (-3,0)/ (6,0);2026-01-01 18:51:46;17.57
298;12.30;; (0,-4)/ (1,1)/ (3,0)/ (-3,0)/ (3,0)/ (-4,-4)/ (-2,0)/ (-3,-3)/ (0,-4)/ (-5,0)/ (-1,0)/ (2,-4)/ (-4,0)/ (-2,0);2026-01-01 18:52:16;12.30
299;11.67;; (0,-1)/ (1,-2)/ (-1,-4)/ (0,-3)/ (3,0)/ (-3,0)/ (6,-5)/ (-3,-3)/ (-4,-5)/ (0,-2)/ (0,-4)/ (-4,0)/;2026-01-01 18:52:46;11.67
300;17.27;; (4,0)/ (0,3)/ (-3,3)/ (-4,-1)/ (6,0)/ (-3,-3)/ (0,-5)/ (3,0)/ (-5,0)/ (-4,0)/ (0,-3)/ (-4,0)/ (-2,0)/ (6,0);2026-01-01 18:53:12;17.27
301;18.24;; (0,-1)/ (4,-2)/ (-1,-1)/ (3,0)/ (4,-2)/ (-3,-1)/ (-3,0)/ (3,-2)/ (0,-4)/ (6,-2)/ (0,-3)/ (0,-2);2026-01-01 18:53:45;18.24
302;16.65;; (1,0)/ (-3,3)/ (-1,-1)/ (3,0)/ (0,-3)/ (0,-3)/ (1,-3)/ (-3,0)/ (3,0)/ (2,-2)/ (4,0)/ (2,-3);2026-01-01 18:54:16;16.65
303;10.98;; (1,3)/ (-1,5)/ (-3,0)/ (-2,-5)/ (-3,-3)/ (0,-4)/ (0,-3)/ (5,0)/ (-5,0)/ (-3,0)/ (6,-3);2026-01-01 18:54:49;10.98
304;16.70;; (0,-1)/ (-2,4)/ (-1,5)/ (6,-3)/ (-5,-2)/ (-4,0)/ (3,0)/ (3,0)/ (-2,0)/ (0,-4)/ (-2,-3)/ (-2,0)/ (2,0);2026-01-01 18:55:14;16.70
305;13.02;; (0,2)/ (3,3)/ (4,1)/ (-4,-1)/ (-3,0)/ (6,0)/ (-2,0)/ (-3,0)/ (0,-2)/ (0,-4)/ (-3,0)/ (4,0)/ (2,0)/;2026-01-01 18:55:49;13.02
306;12.81;; (0,-4)/ (-2,1)/ (-3,6)/ (-4,-1)/ (6,-3)/ (1,0)/ (-3,0)/ (0,-3)/ (1,0)/ (0,-2)/ (0,-1)/ (-2,0)/ (-2,0);2026-01-01 18:56:30;12.81
307;15.73;; (0,2)/ (0,3)/ (4,4)/ (0,-3)/ (-3,-3)/ (2,-1)/ (1,0)/ (-3,0)/ (-1,-2)/ (4,-3)/ (2,0)/ (6,-5)/ (-4,0);2026-01-01 18:56:57;15.73
308;14.01;; (3,2)/ (0,6)/ (-3,0)/ (-3,0)/ (-2,-5)/ (5,-4)/ (1,0)/ (0,-3)/ (-3,-2)/ (-3,0)/ (-4,0)/ (0,-2)/ (-4,0)/ (0,-4);2026-01-01 18:57:32;14.01
309;12.97;; (0,-4)/ (3,0)/ (-3,0)/ (3,0)/ (-2,-5)/ (6,-3)/ (6,-1)/ (-3,-3)/ (1,0)/ (0,-4)/ (4,0)/ (0,-2)/ (-4,0);2026-01-01 18:58:00;12.97
310;12.04;; (1,-3)/ (3,0)/ (-4,2)/ (-3,0)/ (0,-3)/ (4,-5)/ (-1,0)/ (3,0)/ (1,0)/ (0,-3)/ (6,-4)/;2026-01-01 18:59:01;12.04
311;13.83;; (0,-1)/ (-5,4)/ (0,-3)/ (-1,-4)/ (4,-2)/ (2,0)/ (3,0)/ (-3,-4)/ (4,0)/ (-3,-4)/ (0,-1)/ (0,-2);2026-01-01 18:59:26;13.83
312;23.14;; (0,-4)/ (3,0)/ (-2,-5)/ (6,-3)/ (-1,-4)/ (4,0)/ (-3,0)/ (-1,0)/ (4,0)/ (4,0)/ (0,-2)/ (0,-4)/ (1,-2)/ (-2,0);2026-01-01 18:59:59;23.14
313;22.42;; (-5,3)/ (3,0)/ (-4,-1)/ (0,-3)/ (-3,0)/ (-3,0)/ (4,0)/ (-3,0)/ (0,-3)/ (0,-3)/ (1,0)/ (0,-2)/ (4,0)/ (1,0)/;2026-01-01 19:00:36;22.42
314;15.66;; (-5,0)/ (0,3)/ (3,0)/ (2,-4)/ (-2,-5)/ (5,-4)/ (1,0)/ (0,-3)/ (-1,0)/ (1,0)/ (0,-4)/ (-4,0)/ (6,-5);2026-01-01 19:01:37;15.66
315;13.63;; (4,0)/ (-3,0)/ (2,-4)/ (-2,-2)/ (3,0)/ (2,-1)/ (0,-2)/ (0,-3)/ (-2,0)/ (-1,0)/ (-2,-5)/ (-1,-4)/;2026-01-01 19:02:11;13.63
316;11.68;; (-5,0)/ (-1,-1)/ (-3,0)/ (1,-5)/ (-3,0)/ (2,-4)/ (-2,0)/ (0,-3)/ (5,-2)/ (6,-2)/ (-4,-2)/ (0,-2)/ (-3,0);2026-01-01 19:03:20;11.68
317;15.73;; (1,0)/ (5,-1)/ (-2,4)/ (-4,-1)/ (3,0)/ (0,-3)/ (0,-2)/ (-3,-3)/ (0,-3)/ (0,-2)/ (2,-2)/ (-5,-4)/ (-2,0);2026-01-01 19:03:45;15.73
318;10.45;; (3,2)/ (0,3)/ (-3,0)/ (4,-5)/ (0,-3)/ (-1,-1)/ (4,0)/ (0,-3)/ (-3,-2)/ (2,0)/ (0,-2)/ (1,0)/ (-4,-2)/;2026-01-01 19:04:14;10.45
319;17.72;; (0,5)/ (3,0)/ (4,4)/ (-3,0)/ (-1,-4)/ (6,0)/ (0,-5)/ (3,0)/ (3,0)/ (-2,-3)/ (-2,0)/ (4,0)/ (2,0)/;2026-01-01 19:05:00;17.72
320;12.84;; (3,-4)/ (0,3)/ (-3,0)/ (-2,-5)/ (-3,-3)/ (3,0)/ (-1,0)/ (-3,-3)/ (-2,0)/ (5,0)/ (4,-5)/ (0,-2);2026-01-01 19:05:31;12.84
321;14.63;; (-2,0)/ (-3,6)/ (0,-3)/ (2,-4)/ (0,-3)/ (0,-3)/ (-2,0)/ (-3,0)/ (5,-2)/ (0,-4)/ (-5,0)/ (-4,0)/ (-4,-4);2026-01-01 19:05:56;14.63
322;16.64;; (0,5)/ (1,-2)/ (0,3)/ (0,-3)/ (-4,-1)/ (-3,0)/ (1,0)/ (0,-3)/ (-1,0)/ (0,-4)/ (1,-2)/ (0,-2)/ (5,0)/ (-3,0)/;2026-01-01 19:06:35;16.64
323;11.10;; (0,-4)/ (0,3)/ (-2,-5)/ (-4,-1)/ (3,-3)/ (0,-3)/ (4,0)/ (3,-3)/ (-3,0)/ (-1,0)/ (-3,-4);2026-01-01 19:07:19;11.10
324;12.58;; (-2,0)/ (-1,-4)/ (4,-5)/ (0,-3)/ (3,0)/ (5,-1)/ (1,0)/ (-3,0)/ (-1,0)/ (-2,0)/ (4,-2)/ (-4,-4);2026-01-01 19:07:47;12.58
325;19.72;; (-2,3)/ (-1,-1)/ (-3,0)/ (4,-2)/ (0,-3)/ (0,-1)/ (0,-3)/ (0,-2)/ (3,-1)/ (-4,0)/ (0,-3)/ (-2,-4)/ (6,0);2026-01-01 19:08:14;19.72
326;15.00;; (0,2)/ (-3,6)/ (-5,-2)/ (3,0)/ (-3,-3)/ (-3,0)/ (0,-1)/ (-3,-3)/ (1,0)/ (4,0)/ (0,-4)/ (6,0)/ (-2,-4);2026-01-01 19:08:47;15.00
327;18.03;; (0,-1)/ (-2,-2)/ (-1,5)/ (-3,0)/ (1,-5)/ (0,-3)/ (2,0)/ (-3,-3)/ (-3,0)/ (-5,-3)/ (4,0)/ (0,-2)/ (-4,0)/;2026-01-01 19:09:23;18.03
328;10.69;; (-2,-3)/ (5,5)/ (0,-3)/ (0,-3)/ (-2,-2)/ (-4,0)/ (6,-3)/ (2,0)/ (-5,0)/;2026-01-01 19:09:55;10.69
329;9.88;; (1,0)/ (6,0)/ (0,3)/ (-4,-4)/ (0,-3)/ (0,-2)/ (-3,-3)/ (-2,0)/ (-1,0)/;2026-01-01 19:10:18;9.88
330;19.25;; (-3,-1)/ (0,6)/ (-5,-2)/ (-1,-4)/ (-3,-3)/ (0,-5)/ (0,-3)/ (-2,-1)/ (0,-2)/ (0,-5)/ (3,0)/ (-4,0)/;2026-01-01 19:10:43;19.25
331;15.07;; (-3,5)/ (-5,-2)/ (-1,-4)/ (3,0)/ (6,0)/ (-3,0)/ (-5,0)/ (-3,0)/ (0,-3)/ (-5,0)/ (2,-2)/;2026-01-01 19:11:15;15.07
332;23.23;; (0,5)/ (0,-3)/ (1,-5)/ (2,-1)/ (-5,-2)/ (5,0)/ (3,0)/ (-5,0)/ (-4,0)/ (2,0)/ (-2,-3)/ (-4,0)/ (0,-4)/ (1,0);2026-01-01 19:12:52;23.23
333;13.83;; (1,0)/ (-4,5)/ (0,-3)/ (0,-3)/ (4,-5)/ (6,-3)/ (-1,0)/ (-3,-3)/ (2,-1)/ (-4,0)/;2026-01-01 19:13:28;13.83
334;11.94;; (-2,0)/ (-4,-1)/ (3,0)/ (4,-5)/ (-3,-3)/ (0,-3)/ (-4,0)/ (-3,0)/ (0,-1)/ (2,0)/ (0,-2)/ (-4,-3);2026-01-01 19:14:57;11.94
335;15.38;; (0,2)/ (-3,-3)/ (4,1)/ (3,0)/ (-3,0)/ (5,-1)/ (0,-5)/ (-3,-3)/ (-2,0)/ (-1,-1)/ (1,0)/ (2,0)/ (-2,0);2026-01-01 19:15:21;15.38
336;20.73;; (0,-1)/ (1,-2)/ (3,0)/ (-3,-3)/ (-3,0)/ (-4,-4)/ (0,-2)/ (3,0)/ (1,0)/ (-4,0)/ (-4,-4)/ (3,0)/ (4,0)/;2026-01-01 19:15:52;20.73
337;15.77;; (1,0)/ (-1,2)/ (-5,4)/ (-4,-1)/ (3,0)/ (-3,0)/ (0,-5)/ (6,0)/ (6,-3)/ (0,-1)/ (4,-4)/ (2,0)/ (6,0);2026-01-01 19:17:06;15.77
338;14.93;; (0,-4)/ (0,3)/ (1,-2)/ (0,-3)/ (3,0)/ (3,-3)/ (-4,0)/ (-3,0)/ (0,-3)/ (-2,0)/ (4,-1)/ (-1,-2)/ (0,-4);2026-01-01 19:18:04;14.93
339;15.32;; (0,2)/ (4,-2)/ (0,-3)/ (-1,-4)/ (-3,0)/ (-3,-3)/ (4,0)/ (3,0)/ (-4,0)/ (1,0)/ (0,-2)/ (2,-5)/ (-2,0)/;2026-01-01 19:18:34;15.32
340;13.58;; (0,-1)/ (1,1)/ (0,-3)/ (-1,-1)/ (-3,0)/ (-5,-2)/ (0,-4)/ (6,-3)/ (-5,-4)/ (4,-3)/ (6,-4)/ (-5,0);2026-01-01 19:19:03;13.58
341;13.02;; (-5,0)/ (2,5)/ (-3,6)/ (1,-5)/ (0,-4)/ (3,0)/ (-4,-5)/ (6,-2)/ (-3,0)/ (-3,0)/;2026-01-01 19:19:31;13.02
342;19.57;; (0,2)/ (0,3)/ (0,-3)/ (4,-5)/ (-3,0)/ (0,-3)/ (-1,0)/ (-3,0)/ (0,-1)/ (-2,0)/ (4,-3)/ (3,0)/ (2,0)/ (-4,0);2026-01-01 19:20:01;19.57
343;21.37;; (0,5)/ (-2,-5)/ (0,-3)/ (-1,-4)/ (-3,-3)/ (3,0)/ (-5,0)/ (0,-3)/ (6,-2)/ (-1,0)/ (2,0)/ (0,-2)/ (2,-2);2026-01-01 19:20:35;21.37
344;11.09;; (1,3)/ (-3,6)/ (-1,-1)/ (3,-3)/ (-2,0)/ (-3,0)/ (-1,-2)/ (-2,0)/ (-5,-4)/ (0,-4)/ (0,-5)/ (5,-4)/;2026-01-01 19:21:34;11.09
345;16.53;; (1,0)/ (-1,2)/ (3,0)/ (3,-3)/ (-5,0)/ (0,-3)/ (-1,-2)/ (-3,-4)/ (-2,0)/ (5,0)/;2026-01-01 19:21:57;16.53
